sl,tp,be,be_tr,session,cooldown,cd_bars,macd_dir,max_dev_atr,net,net_pct,dd,pf,wr,trades
1.4,3.2,False,1.0,False,True,4,False,2.2,10104.0,1.01,12777.0,1.342,33.33,18
1.4,3.2,False,1.0,False,False,4,False,2.2,10104.0,1.01,12777.0,1.342,33.33,18
1.4,3.2,False,1.0,False,False,5,False,2.2,10104.0,1.01,12777.0,1.342,33.33,18
1.4,3.2,False,1.0,False,False,6,False,2.2,10104.0,1.01,12777.0,1.342,33.33,18
1.5,3.2,False,1.0,False,True,4,False,2.2,8046.0,0.805,13643.0,1.255,33.33,18
1.5,3.2,False,1.0,False,False,4,False,2.2,8046.0,0.805,13643.0,1.255,33.33,18
1.5,3.2,False,1.0,False,False,5,False,2.2,8046.0,0.805,13643.0,1.255,33.33,18
1.5,3.2,False,1.0,False,False,6,False,2.2,8046.0,0.805,13643.0,1.255,33.33,18
1.4,3.0,False,1.0,False,True,4,False,2.2,7606.0,0.761,12748.0,1.258,33.33,18
1.4,3.0,False,1.0,False,False,4,False,2.2,7606.0,0.761,12748.0,1.258,33.33,18
1.4,3.0,False,1.0,False,False,5,False,2.2,7606.0,0.761,12748.0,1.258,33.33,18
1.4,3.0,False,1.0,False,False,6,False,2.2,7606.0,0.761,12748.0,1.258,33.33,18
1.4,3.2,False,1.0,True,True,4,True,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,True,4,True,2.2,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,True,4,False,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,True,5,True,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,True,5,True,2.2,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,True,5,False,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,True,6,True,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,True,6,True,2.2,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,True,6,False,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,False,4,True,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,False,4,True,2.2,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,False,4,False,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,False,5,True,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,False,5,True,2.2,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,False,5,False,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,False,6,True,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,False,6,True,2.2,7559.0,0.756,2858.0,1.952,40.0,5
1.4,3.2,False,1.0,True,False,6,False,2.0,7559.0,0.756,2858.0,1.952,40.0,5
1.5,3.2,False,1.0,True,True,4,True,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,True,4,True,2.2,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,True,4,False,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,True,5,True,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,True,5,True,2.2,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,True,5,False,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,True,6,True,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,True,6,True,2.2,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,True,6,False,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,False,4,True,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,False,4,True,2.2,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,False,4,False,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,False,5,True,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,False,5,True,2.2,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,False,5,False,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,False,6,True,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,False,6,True,2.2,7004.0,0.7,3057.0,1.825,40.0,5
1.5,3.2,False,1.0,True,False,6,False,2.0,7004.0,0.7,3057.0,1.825,40.0,5
1.4,3.2,False,1.0,False,True,4,False,2.0,6908.0,0.691,12705.0,1.257,31.25,16
1.4,3.2,False,1.0,False,False,4,False,2.0,6908.0,0.691,12705.0,1.257,31.25,16
1.4,3.2,False,1.0,False,False,5,False,2.0,6908.0,0.691,12705.0,1.257,31.25,16
1.4,3.2,False,1.0,False,False,6,False,2.0,6908.0,0.691,12705.0,1.257,31.25,16
1.4,3.2,False,1.0,False,True,5,False,2.2,6628.0,0.663,15313.0,1.224,29.41,17
1.4,3.2,False,1.0,False,True,6,False,2.2,6628.0,0.663,15313.0,1.224,29.41,17
1.4,3.0,False,1.0,True,True,4,True,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,True,4,True,2.2,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,True,4,False,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,True,5,True,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,True,5,True,2.2,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,True,5,False,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,True,6,True,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,True,6,True,2.2,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,True,6,False,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,False,4,True,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,False,4,True,2.2,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,False,4,False,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,False,5,True,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,False,5,True,2.2,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,False,5,False,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,False,6,True,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,False,6,True,2.2,6583.0,0.658,2858.0,1.83,40.0,5
1.4,3.0,False,1.0,True,False,6,False,2.0,6583.0,0.658,2858.0,1.83,40.0,5
1.6,3.2,False,1.0,True,True,4,True,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,True,4,True,2.2,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,True,4,False,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,True,5,True,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,True,5,True,2.2,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,True,5,False,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,True,6,True,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,True,6,True,2.2,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,True,6,False,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,False,4,True,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,False,4,True,2.2,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,False,4,False,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,False,5,True,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,False,5,True,2.2,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,False,5,False,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,False,6,True,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,False,6,True,2.2,6449.0,0.645,3257.0,1.713,40.0,5
1.6,3.2,False,1.0,True,False,6,False,2.0,6449.0,0.645,3257.0,1.713,40.0,5
1.5,3.0,False,1.0,True,True,4,True,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,True,4,True,2.2,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,True,4,False,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,True,5,True,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,True,5,True,2.2,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,True,5,False,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,True,6,True,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,True,6,True,2.2,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,True,6,False,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,False,4,True,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,False,4,True,2.2,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,False,4,False,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,False,5,True,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,False,5,True,2.2,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,False,5,False,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,False,6,True,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,False,6,True,2.2,6029.0,0.603,3057.0,1.711,40.0,5
1.5,3.0,False,1.0,True,False,6,False,2.0,6029.0,0.603,3057.0,1.711,40.0,5
1.6,3.2,False,1.0,False,True,4,False,2.2,5993.0,0.599,14506.0,1.178,33.33,18
1.6,3.2,False,1.0,False,False,4,False,2.2,5993.0,0.599,14506.0,1.178,33.33,18
1.6,3.2,False,1.0,False,False,5,False,2.2,5993.0,0.599,14506.0,1.178,33.33,18
1.6,3.2,False,1.0,False,False,6,False,2.2,5993.0,0.599,14506.0,1.178,33.33,18
1.4,2.8,False,1.0,True,True,4,True,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,True,4,True,2.2,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,True,4,False,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,True,5,True,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,True,5,True,2.2,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,True,5,False,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,True,6,True,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,True,6,True,2.2,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,True,6,False,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,False,4,True,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,False,4,True,2.2,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,False,4,False,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,False,5,True,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,False,5,True,2.2,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,False,5,False,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,False,6,True,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,False,6,True,2.2,5608.0,0.561,2858.0,1.707,40.0,5
1.4,2.8,False,1.0,True,False,6,False,2.0,5608.0,0.561,2858.0,1.707,40.0,5
1.5,3.0,False,1.0,False,True,4,False,2.2,5554.0,0.555,13612.0,1.176,33.33,18
1.5,3.0,False,1.0,False,False,4,False,2.2,5554.0,0.555,13612.0,1.176,33.33,18
1.5,3.0,False,1.0,False,False,5,False,2.2,5554.0,0.555,13612.0,1.176,33.33,18
1.5,3.0,False,1.0,False,False,6,False,2.2,5554.0,0.555,13612.0,1.176,33.33,18
1.6,3.0,False,1.0,True,True,4,True,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,True,4,True,2.2,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,True,4,False,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,True,5,True,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,True,5,True,2.2,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,True,5,False,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,True,6,True,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,True,6,True,2.2,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,True,6,False,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,False,4,True,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,False,4,True,2.2,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,False,4,False,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,False,5,True,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,False,5,True,2.2,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,False,5,False,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,False,6,True,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,False,6,True,2.2,5474.0,0.547,3257.0,1.606,40.0,5
1.6,3.0,False,1.0,True,False,6,False,2.0,5474.0,0.547,3257.0,1.606,40.0,5
1.4,2.8,False,1.0,False,True,4,False,2.2,5114.0,0.511,12720.0,1.174,33.33,18
1.4,2.8,False,1.0,False,False,4,False,2.2,5114.0,0.511,12720.0,1.174,33.33,18
1.4,2.8,False,1.0,False,False,5,False,2.2,5114.0,0.511,12720.0,1.174,33.33,18
1.4,2.8,False,1.0,False,False,6,False,2.2,5114.0,0.511,12720.0,1.174,33.33,18
1.5,2.8,False,1.0,True,True,4,True,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,True,4,True,2.2,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,True,4,False,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,True,5,True,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,True,5,True,2.2,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,True,5,False,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,True,6,True,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,True,6,True,2.2,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,True,6,False,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,False,4,True,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,False,4,True,2.2,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,False,4,False,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,False,5,True,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,False,5,True,2.2,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,False,5,False,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,False,6,True,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,False,6,True,2.2,5054.0,0.505,3057.0,1.596,40.0,5
1.5,2.8,False,1.0,True,False,6,False,2.0,5054.0,0.505,3057.0,1.596,40.0,5
1.5,3.2,False,1.0,False,True,4,False,2.0,5034.0,0.503,13566.0,1.175,31.25,16
1.5,3.2,False,1.0,False,False,4,False,2.0,5034.0,0.503,13566.0,1.175,31.25,16
1.5,3.2,False,1.0,False,False,5,False,2.0,5034.0,0.503,13566.0,1.175,31.25,16
1.5,3.2,False,1.0,False,False,6,False,2.0,5034.0,0.503,13566.0,1.175,31.25,16
1.4,3.2,False,1.0,True,True,4,False,2.2,5027.0,0.503,4823.0,1.48,33.33,6
1.4,3.2,False,1.0,True,True,5,False,2.2,5027.0,0.503,4823.0,1.48,33.33,6
1.4,3.2,False,1.0,True,True,6,False,2.2,5027.0,0.503,4823.0,1.48,33.33,6
1.4,3.2,False,1.0,True,False,4,False,2.2,5027.0,0.503,4823.0,1.48,33.33,6
1.4,3.2,False,1.0,True,False,5,False,2.2,5027.0,0.503,4823.0,1.48,33.33,6
1.4,3.2,False,1.0,True,False,6,False,2.2,5027.0,0.503,4823.0,1.48,33.33,6
1.4,3.0,False,1.0,False,True,4,False,2.0,4779.0,0.478,12681.0,1.178,31.25,16
1.4,3.0,False,1.0,False,False,4,False,2.0,4779.0,0.478,12681.0,1.178,31.25,16
1.4,3.0,False,1.0,False,False,5,False,2.0,4779.0,0.478,12681.0,1.178,31.25,16
1.4,3.0,False,1.0,False,False,6,False,2.0,4779.0,0.478,12681.0,1.178,31.25,16
1.5,3.2,False,1.0,False,True,5,False,2.2,4577.0,0.458,16351.0,1.145,29.41,17
1.5,3.2,False,1.0,False,True,6,False,2.2,4577.0,0.458,16351.0,1.145,29.41,17
1.6,2.8,False,1.0,True,True,4,True,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,True,4,True,2.2,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,True,4,False,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,True,5,True,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,True,5,True,2.2,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,True,5,False,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,True,6,True,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,True,6,True,2.2,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,True,6,False,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,False,4,True,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,False,4,True,2.2,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,False,4,False,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,False,5,True,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,False,5,True,2.2,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,False,5,False,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,False,6,True,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,False,6,True,2.2,4500.0,0.45,3257.0,1.498,40.0,5
1.6,2.8,False,1.0,True,False,6,False,2.0,4500.0,0.45,3257.0,1.498,40.0,5
1.4,3.0,False,1.0,False,True,5,False,2.2,4359.0,0.436,15279.0,1.148,29.41,17
1.4,3.0,False,1.0,False,True,6,False,2.2,4359.0,0.436,15279.0,1.148,29.41,17
1.5,3.2,False,1.0,True,True,4,False,2.2,4297.0,0.43,5156.0,1.384,33.33,6
1.5,3.2,False,1.0,True,True,5,False,2.2,4297.0,0.43,5156.0,1.384,33.33,6
1.5,3.2,False,1.0,True,True,6,False,2.2,4297.0,0.43,5156.0,1.384,33.33,6
1.5,3.2,False,1.0,True,False,4,False,2.2,4297.0,0.43,5156.0,1.384,33.33,6
1.5,3.2,False,1.0,True,False,5,False,2.2,4297.0,0.43,5156.0,1.384,33.33,6
1.5,3.2,False,1.0,True,False,6,False,2.2,4297.0,0.43,5156.0,1.384,33.33,6
1.4,3.0,False,1.0,True,True,4,False,2.2,4054.0,0.405,4818.0,1.387,33.33,6
1.4,3.0,False,1.0,True,True,5,False,2.2,4054.0,0.405,4818.0,1.387,33.33,6
1.4,3.0,False,1.0,True,True,6,False,2.2,4054.0,0.405,4818.0,1.387,33.33,6
1.4,3.0,False,1.0,True,False,4,False,2.2,4054.0,0.405,4818.0,1.387,33.33,6
1.4,3.0,False,1.0,True,False,5,False,2.2,4054.0,0.405,4818.0,1.387,33.33,6
1.4,3.0,False,1.0,True,False,6,False,2.2,4054.0,0.405,4818.0,1.387,33.33,6
1.4,3.2,False,1.0,False,True,4,True,2.0,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,True,4,True,2.2,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,True,5,True,2.0,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,True,5,True,2.2,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,True,6,True,2.0,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,True,6,True,2.2,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,False,4,True,2.0,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,False,4,True,2.2,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,False,5,True,2.0,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,False,5,True,2.2,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,False,6,True,2.0,3755.0,0.376,8224.0,1.248,33.33,9
1.4,3.2,False,1.0,False,False,6,True,2.2,3755.0,0.376,8224.0,1.248,33.33,9
1.6,3.2,False,1.0,True,True,4,False,2.2,3568.0,0.357,5488.0,1.299,33.33,6
1.6,3.2,False,1.0,True,True,5,False,2.2,3568.0,0.357,5488.0,1.299,33.33,6
1.6,3.2,False,1.0,True,True,6,False,2.2,3568.0,0.357,5488.0,1.299,33.33,6
1.6,3.2,False,1.0,True,False,4,False,2.2,3568.0,0.357,5488.0,1.299,33.33,6
1.6,3.2,False,1.0,True,False,5,False,2.2,3568.0,0.357,5488.0,1.299,33.33,6
1.6,3.2,False,1.0,True,False,6,False,2.2,3568.0,0.357,5488.0,1.299,33.33,6
1.6,3.0,False,1.0,False,True,4,False,2.2,3505.0,0.351,14474.0,1.105,33.33,18
1.6,3.0,False,1.0,False,False,4,False,2.2,3505.0,0.351,14474.0,1.105,33.33,18
1.6,3.0,False,1.0,False,False,5,False,2.2,3505.0,0.351,14474.0,1.105,33.33,18
1.6,3.0,False,1.0,False,False,6,False,2.2,3505.0,0.351,14474.0,1.105,33.33,18
1.4,3.2,False,1.0,False,True,5,False,2.0,3443.0,0.344,12705.0,1.128,26.67,15
1.4,3.2,False,1.0,False,True,6,False,2.0,3443.0,0.344,12705.0,1.128,26.67,15
1.5,3.0,False,1.0,True,True,4,False,2.2,3324.0,0.332,5151.0,1.297,33.33,6
1.5,3.0,False,1.0,True,True,5,False,2.2,3324.0,0.332,5151.0,1.297,33.33,6
1.5,3.0,False,1.0,True,True,6,False,2.2,3324.0,0.332,5151.0,1.297,33.33,6
1.5,3.0,False,1.0,True,False,4,False,2.2,3324.0,0.332,5151.0,1.297,33.33,6
1.5,3.0,False,1.0,True,False,5,False,2.2,3324.0,0.332,5151.0,1.297,33.33,6
1.5,3.0,False,1.0,True,False,6,False,2.2,3324.0,0.332,5151.0,1.297,33.33,6
1.4,3.2,False,1.0,True,True,4,True,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,True,4,False,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,True,5,True,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,True,5,False,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,True,6,True,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,True,6,False,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,False,4,True,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,False,4,False,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,False,5,True,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,False,5,False,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,False,6,True,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.4,3.2,False,1.0,True,False,6,False,1.8,3241.0,0.324,5071.0,1.409,25.0,4
1.6,3.2,False,1.0,False,True,4,False,2.0,3162.0,0.316,14424.0,1.103,31.25,16
1.6,3.2,False,1.0,False,False,4,False,2.0,3162.0,0.316,14424.0,1.103,31.25,16
1.6,3.2,False,1.0,False,False,5,False,2.0,3162.0,0.316,14424.0,1.103,31.25,16
1.6,3.2,False,1.0,False,False,6,False,2.0,3162.0,0.316,14424.0,1.103,31.25,16
1.4,2.8,False,1.0,True,True,4,False,2.2,3081.0,0.308,4814.0,1.295,33.33,6
1.4,2.8,False,1.0,True,True,5,False,2.2,3081.0,0.308,4814.0,1.295,33.33,6
1.4,2.8,False,1.0,True,True,6,False,2.2,3081.0,0.308,4814.0,1.295,33.33,6
1.4,2.8,False,1.0,True,False,4,False,2.2,3081.0,0.308,4814.0,1.295,33.33,6
1.4,2.8,False,1.0,True,False,5,False,2.2,3081.0,0.308,4814.0,1.295,33.33,6
1.4,2.8,False,1.0,True,False,6,False,2.2,3081.0,0.308,4814.0,1.295,33.33,6
1.5,2.8,False,1.0,False,True,4,False,2.2,3067.0,0.307,13582.0,1.097,33.33,18
1.5,2.8,False,1.0,False,False,4,False,2.2,3067.0,0.307,13582.0,1.097,33.33,18
1.5,2.8,False,1.0,False,False,5,False,2.2,3067.0,0.307,13582.0,1.097,33.33,18
1.5,2.8,False,1.0,False,False,6,False,2.2,3067.0,0.307,13582.0,1.097,33.33,18
