exit_time,side,entry_price,exit_price,units,pnl,reason
2025-06-30 05:05:00+00:00,SHORT,144.37650000000002,144.14994067758954,6929.518935925535,1569.947114753883,TP
2025-07-07 05:30:00+00:00,LONG,144.5805,144.76629851927666,6930.600169230339,1287.6952491415602,TP
2025-07-10 13:20:00+00:00,SHORT,146.1695,146.2481894944709,6864.067627080537,-540.1300115889919,SL
2025-07-14 06:50:00+00:00,LONG,147.2755,147.18344713639473,6808.8528166936085,-626.7743996433932,SL
2025-07-23 10:45:00+00:00,SHORT,146.7,146.84921405610154,6831.2912652032455,-1019.3246780921068,SL
2025-07-28 05:10:00+00:00,LONG,147.80899999999997,148.01553767461343,6773.140363084955,1398.908660422116,TP
2025-07-30 03:25:00+00:00,SHORT,148.42200000000003,148.32797248083455,6754.591722168182,635.1175026111555,TP
2025-08-04 12:55:00+00:00,SHORT,147.73700000000002,147.8350612572829,6790.209156069617,-665.8564470578066,SL
2025-08-05 01:40:00+00:00,SHORT,146.9265,147.00757942302653,6823.134517212343,-553.2158098879306,SL
2025-08-07 03:00:00+00:00,SHORT,147.197,147.27347154670434,6806.837488762077,-520.5293909307229,SL
2025-08-07 09:15:00+00:00,SHORT,147.346,147.17971502366925,6796.421541422099,1130.1427951492253,TP
2025-08-11 11:45:00+00:00,SHORT,147.429,147.50766001917137,6800.26094755801,-534.9086565052046,SL
2025-08-20 09:05:00+00:00,SHORT,147.561,147.35656887403465,6790.55280582962,1388.2003560229625,TP
2025-08-26 08:20:00+00:00,LONG,147.6435,147.87170006805954,6796.160771974707,1550.8843507082731,TP
2025-08-29 03:15:00+00:00,SHORT,146.841,146.91994681569028,6843.864093051367,-540.3012771634026,SL
2025-09-05 11:35:00+00:00,SHORT,148.11350000000002,148.18519218271885,6781.417939692144,-486.1746540251905,SL
2025-09-09 11:30:00+00:00,SHORT,146.9215,146.61415100295494,6833.127699870795,2100.1549452361614,TP
2025-09-11 04:20:00+00:00,LONG,147.433,147.37412511584608,6823.665843480112,-401.7425360398748,SL
2025-09-15 02:20:00+00:00,LONG,147.71300000000002,147.64311340129044,6808.011371820782,-475.7887587527448,SL
2025-09-15 10:45:00+00:00,SHORT,147.3995,147.47108953075218,6819.263260777755,-488.18785691474136,SL
2025-09-19 10:35:00+00:00,LONG,147.8885,147.7016592621787,6793.41400548451,-1269.2864851101774,SL
2025-10-02 05:35:00+00:00,SHORT,147.01999999999998,147.11754374808223,6824.911717215249,-665.7274692276062,SL
2025-10-02 06:20:00+00:00,LONG,147.19400000000002,147.11348755695735,6812.321108168526,-548.4766152097593,SL
2025-10-10 02:05:00+00:00,LONG,153.0735,153.16819438674105,6547.079125913685,619.9716427735516,TP
2025-10-14 02:35:00+00:00,LONG,152.351,152.293854941143,6582.196954554431,-376.1400323763992,SL
2025-10-17 06:50:00+00:00,SHORT,150.135,149.9082888210086,6676.845160628405,1513.7154383090494,TP
2025-10-27 09:55:00+00:00,SHORT,152.953,153.0425009314872,6563.727835539379,-587.4597553092926,SL
2025-10-29 06:00:00+00:00,LONG,152.07299999999998,151.9578250609009,6597.847112070818,-759.9066393178731,SL
2025-10-31 07:10:00+00:00,LONG,153.9925,153.91783320980903,6510.670956277919,-486.130902294875,SL
2025-11-03 03:20:00+00:00,LONG,154.1375,154.0747328046009,6501.392369360686,-408.07416521381367,SL
2025-11-14 04:05:00+00:00,SHORT,154.4735,154.56642459462662,6484.609283580153,-602.5796889887251,SL
2025-11-24 09:40:00+00:00,LONG,156.67399999999998,156.7804600829432,6389.686307097094,680.2465342346829,TP
2025-11-25 06:35:00+00:00,LONG,156.8255,156.75927651583245,6387.851204124104,-423.0257630809861,SL
2025-11-25 09:10:00+00:00,SHORT,156.728,156.60442623056304,6389.125958662675,789.5283781195616,TP
2025-11-26 06:25:00+00:00,SHORT,155.94299999999998,156.1047836900797,6426.351048956371,-1039.6787864478142,SL
2025-11-28 07:15:00+00:00,SHORT,156.288,156.37289476717586,6405.512789471714,-543.7945169041548,SL
2025-12-04 08:05:00+00:00,SHORT,155.2315,155.32607297474783,6445.605359247647,-609.5800728745389,SL
2025-12-05 03:25:00+00:00,SHORT,154.95800000000003,155.04537683495076,6453.04797591074,-563.8469079203052,SL
2025-12-15 03:55:00+00:00,SHORT,155.7635,155.63409399246166,6416.0574290078,830.2763760245778,TP
2025-12-25 02:50:00+00:00,SHORT,155.865,155.93148504517836,6417.20615737517,-426.64824129189725,SL
2026-01-02 06:25:00+00:00,LONG,156.71999999999994,156.8020738817219,6379.474154402689,523.5882071967058,TP
2026-01-09 03:05:00+00:00,LONG,156.9595,157.06327869792034,6373.075714978614,661.3894994482679,TP
2026-01-12 06:00:00+00:00,LONG,157.9745,158.17468225525175,6336.314830460828,1268.4177927467376,TP
2026-01-13 02:55:00+00:00,LONG,158.2335,158.13963753482298,6333.959528022705,-594.5210556316297,SL
2026-01-15 04:35:00+00:00,SHORT,158.4005,158.49939318721803,6323.528422711729,-625.3538801858202,SL
2026-01-15 08:10:00+00:00,SHORT,158.40300000000002,158.48177202816447,6319.480755046073,-497.79831602119566,SL
2026-01-15 13:40:00+00:00,SHORT,158.401,158.52824755013114,6316.417899669459,-803.7487033373598,SL
2026-01-16 03:00:00+00:00,LONG,158.6945,158.6286600972602,6299.671148163324,-414.7697356878632,SL
2026-01-19 13:10:00+00:00,SHORT,157.8865,157.99083833026882,6329.283335095253,-660.3868549819981,SL
2026-01-21 12:40:00+00:00,LONG,158.091,158.01903965516618,6316.918777359462,-454.5676535060586,SL
2026-01-23 10:30:00+00:00,SHORT,158.147,158.49916724666093,6311.8076142957425,-2222.8119089800894,SL
2026-02-13 06:30:00+00:00,SHORT,152.892,153.0026359322557,6514.21020634859,-720.7057190890907,SL
2026-02-24 09:10:00+00:00,LONG,155.4475,155.71720259305533,6402.482646230782,1726.7661716802716,TP
2026-02-27 15:10:00+00:00,SHORT,155.93200000000002,156.01255093741156,6393.66318216684,-515.0155628172176,SL
