exit_time,side,entry_price,exit_price,units,pnl,reason
2025-01-01 23:55:00+00:00,LONG,157.303,157.2603537786928,6357.1578418720555,-271.10876020924144,SL
2025-01-02 01:30:00+00:00,LONG,157.3125,157.399802329892,6355.0505601258055,554.8107204804265,TP
2025-01-02 16:00:00+00:00,SHORT,156.773,156.98787094003674,6380.459020113611,-1370.9752275177505,SL
2025-01-03 11:10:00+00:00,LONG,157.3525,157.22872111793805,6348.248211707812,-785.7790666969119,SL
2025-01-03 15:00:00+00:00,SHORT,157.2185,157.06859046409988,6348.6609251841,951.7248128815855,TP
2025-01-03 17:00:00+00:00,SHORT,157.18200000000002,157.30376580786825,6356.190101149864,-773.9666226305541,SL
2025-01-06 10:55:00+00:00,LONG,157.7575,157.65058440826724,6328.096641087159,-676.5721969239105,SL
2025-01-07 16:45:00+00:00,SHORT,157.6815,157.8173823447046,6326.855932112413,-859.7080186637183,SL
2025-01-07 17:00:00+00:00,LONG,157.7835,158.02670306720367,6317.317245724172,1536.390930658734,TP
2025-01-07 23:05:00+00:00,SHORT,157.767,157.9852343705117,6327.716294100659,-1380.9251822197423,SL
2025-01-08 08:35:00+00:00,LONG,158.113,158.01537511100312,6305.1355131403425,-615.5381545805857,SL
2025-01-08 11:05:00+00:00,LONG,158.2095,158.0896277880061,6297.3990388350785,-754.8831525932903,SL
2025-01-09 01:50:00+00:00,LONG,158.3775,158.20912400909202,6285.952676876355,-1058.4035107696968,SL
2025-01-09 13:35:00+00:00,SHORT,158.0885,157.91014580769297,6290.748957521991,1121.9814493251897,TP
2025-01-10 04:05:00+00:00,SHORT,158.0535,158.1857960903456,6299.240750888404,-833.3649234881593,SL
2025-01-10 06:45:00+00:00,LONG,158.1915,158.39401721197635,6288.477466216911,1273.524924034393,TP
2025-01-13 11:40:00+00:00,SHORT,157.724,157.14536769485622,6315.191144157432,3654.1736091673406,TP
2025-01-14 00:50:00+00:00,SHORT,157.4525,157.3012753129873,6349.288716471661,960.1691989016953,TP
2025-01-14 03:30:00+00:00,LONG,157.5325,157.35309625599052,6352.159400943652,-1139.601179074287,SL&TP
2025-01-14 07:40:00+00:00,LONG,157.7155,157.53196149591489,6337.563204948668,-1163.1868701810918,SL
2025-01-14 11:30:00+00:00,LONG,157.7,157.98143517408752,6330.810163474322,1781.7126604725242,TP
2025-01-15 06:20:00+00:00,LONG,157.959,157.7432588697617,6331.709338754822,-1366.0101290834523,SL
2025-01-16 14:20:00+00:00,SHORT,155.89499999999998,156.0669858777145,6406.776774824655,-1101.8751269392144,SL
2025-01-16 18:30:00+00:00,SHORT,155.6845,155.22748964491942,6408.361719916563,2928.687665103981,TP
2025-01-17 16:25:00+00:00,LONG,155.716,155.90672728124238,6425.8732426305205,1225.589333175038,TP
2025-01-20 16:00:00+00:00,SHORT,155.9425,155.57729036683276,6424.399167530527,2346.2524632937434,TP
2025-01-21 09:00:00+00:00,SHORT,155.211,155.5625244642454,6469.793504622242,-2274.2906954906152,SL
2025-01-22 01:00:00+00:00,SHORT,155.4935,155.56539300065646,6443.412933340829,-463.2362902464177,SL
2025-01-22 03:00:00+00:00,SHORT,155.4025,155.55747371080207,6444.205161822917,-998.6823870975379,SL
2025-01-22 08:40:00+00:00,LONG,155.6675,155.95828084560787,6426.819408502664,1868.7959821735656,TP
2025-01-22 11:10:00+00:00,SHORT,155.652,155.82602035184055,6439.465642942346,-1120.5980768500756,SL
2025-01-22 14:25:00+00:00,LONG,155.8595,156.01692906136293,6423.702810405602,1011.2775039165887,TP
2025-01-23 07:00:00+00:00,LONG,156.5125,156.6805428708493,6403.363218160393,1076.0395382706104,TP
2025-01-23 14:40:00+00:00,LONG,156.58100000000002,156.46922503100632,6407.4340131982735,-716.1907381544157,SL
2025-01-23 17:20:00+00:00,SHORT,156.2895,156.41014969622853,6414.8022386817065,-773.9439414630147,SL
2025-01-24 05:20:00+00:00,SHORT,155.904,156.05877517699207,6425.6997289420515,-994.538812844935,SL
2025-01-26 22:00:00+00:00,LONG,155.8745,155.75082316229467,6420.535441833889,-794.0715198211154,SL
2025-01-27 10:10:00+00:00,SHORT,155.79000000000002,155.49487074129684,6418.920856334267,1894.411354004342,TP
2025-01-27 19:00:00+00:00,SHORT,154.115,154.34900330723508,6500.97713760711,-1521.2501504596469,SL
2025-01-27 20:15:00+00:00,SHORT,154.244,154.43936382899685,6485.677507143618,-1267.0667914343005,SL
2025-01-29 06:45:00+00:00,LONG,155.5,155.2788010157808,6425.143245147433,-1421.2351592894645,SL
2025-01-29 21:00:00+00:00,SHORT,155.1915,155.33906883952667,6428.757628227941,-948.6843027959167,SL
2025-01-30 02:05:00+00:00,SHORT,155.184,155.00202681220378,6422.95504148843,1168.8056039714324,TP
2025-01-30 14:50:00+00:00,SHORT,154.352,154.12969640871142,6465.148885419768,1437.225815444169,TP
2025-01-30 22:35:00+00:00,SHORT,154.1485,154.27310261587706,6483.007532202753,-807.7996972630939,SL
2025-01-31 01:00:00+00:00,SHORT,154.2315,154.38316598943197,6474.281109115149,-981.928250274607,SL
2025-01-31 02:20:00+00:00,SHORT,154.0775,154.24659372336993,6474.379183399384,-1094.776882629834,SL
2025-01-31 19:15:00+00:00,LONG,154.9345,154.7556560801334,6431.500935863791,-1150.2348379956402,SL
2025-02-03 01:20:00+00:00,LONG,155.0695,155.408445389376,6418.484272597725,2175.5156509793264,TP
2025-02-03 10:20:00+00:00,LONG,155.67149999999998,155.51601801736854,6407.638280356858,-996.2723038150133,SL
2025-02-04 10:15:00+00:00,LONG,155.25400000000002,155.50305149761635,6418.45227985596,1598.525152677109,TP
2025-02-04 13:20:00+00:00,LONG,155.346,155.18849429041836,6424.941198417947,-1011.9649224771434,SL
2025-02-05 01:45:00+00:00,SHORT,154.261,154.09853720969517,6463.57115853623,1050.0898057496136,TP
2025-02-06 03:30:00+00:00,SHORT,152.3545,152.03251292961704,6551.345974636173,2109.4486974382985,TP
2025-02-06 15:35:00+00:00,SHORT,152.452,152.2333415480218,6560.99289606004,1434.6165500924571,TP
2025-02-10 10:00:00+00:00,LONG,151.997,152.19180209259898,6590.0715510190175,1283.7597285153945,TP
2025-02-10 14:40:00+00:00,LONG,152.244,152.1210703793416,6587.812099450573,-809.8372423542552,SL
2025-02-11 01:40:00+00:00,LONG,151.90949999999998,151.80802375547432,6596.987206372209,-669.4374868864539,SL
2025-02-11 10:25:00+00:00,LONG,151.942,151.8208233616158,6591.170252724805,-798.695854243217,SL
2025-02-11 13:00:00+00:00,LONG,151.98149999999998,152.1636633517115,6584.2019896189295,1199.4003027746633,TP
2025-02-12 13:35:00+00:00,LONG,153.6155,153.4905927295295,6521.9739869221785,-814.6419687859704,SL
2025-02-12 14:55:00+00:00,LONG,153.5965,153.48178992035216,6517.476980395112,-747.6203035240579,SL
2025-02-12 18:20:00+00:00,LONG,154.281,154.77879035403137,6483.71499222674,3227.5307814190255,TP
2025-02-13 07:20:00+00:00,LONG,154.4645,154.32886744945307,6496.907467393174,-881.1921304698394,SL
