sl,tp,be,be_tr,session,cooldown,cd_bars,net,net_pct,dd,pf,wr,trades
1.8,3.4,True,1.0,False,False,2,-28944.0,-2.894,30955.0,0.645,16.36,55
1.8,3.4,True,1.0,False,False,3,-28944.0,-2.894,30955.0,0.645,16.36,55
1.8,3.4,True,1.0,False,False,4,-28944.0,-2.894,30955.0,0.645,16.36,55
1.7,3.4,True,1.2,True,False,2,-28967.0,-2.897,28967.0,0.364,13.79,29
1.7,3.4,True,1.2,True,False,3,-28967.0,-2.897,28967.0,0.364,13.79,29
1.7,3.4,True,1.2,True,False,4,-28967.0,-2.897,28967.0,0.364,13.79,29
1.7,3.4,True,1.2,True,True,2,-28967.0,-2.897,28967.0,0.364,13.79,29
1.7,3.4,True,1.2,True,True,3,-28967.0,-2.897,28967.0,0.364,13.79,29
1.8,3.6,True,1.2,True,True,4,-29094.0,-2.909,29094.0,0.313,10.71,28
1.8,3.6,True,1.2,True,False,2,-29127.0,-2.913,29127.0,0.312,10.34,29
1.8,3.6,True,1.2,True,False,3,-29127.0,-2.913,29127.0,0.312,10.34,29
1.8,3.6,True,1.2,True,False,4,-29127.0,-2.913,29127.0,0.312,10.34,29
1.8,3.6,True,1.2,True,True,2,-29127.0,-2.913,29127.0,0.312,10.34,29
1.8,3.6,True,1.2,True,True,3,-29127.0,-2.913,29127.0,0.312,10.34,29
1.6,3.6,True,1.0,False,True,4,-29154.0,-2.915,29154.0,0.621,15.38,52
1.6,3.6,True,1.0,False,True,3,-29187.0,-2.919,29187.0,0.621,15.09,53
1.6,3.4,True,1.0,False,False,2,-29562.0,-2.956,29562.0,0.64,16.07,56
1.6,3.4,True,1.0,False,False,3,-29562.0,-2.956,29562.0,0.64,16.07,56
1.6,3.4,True,1.0,False,False,4,-29562.0,-2.956,29562.0,0.64,16.07,56
1.8,3.6,True,1.0,False,True,2,-29628.0,-2.963,29628.0,0.617,15.09,53
1.8,3.6,True,1.0,False,True,4,-30004.0,-3.0,30004.0,0.614,15.38,52
1.7,3.4,True,1.0,False,False,2,-30021.0,-3.002,31672.0,0.636,16.36,55
1.7,3.4,True,1.0,False,False,3,-30021.0,-3.002,31672.0,0.636,16.36,55
1.7,3.4,True,1.0,False,False,4,-30021.0,-3.002,31672.0,0.636,16.36,55
1.8,3.6,True,1.0,False,True,3,-30037.0,-3.004,30037.0,0.614,15.09,53
1.6,3.6,True,1.2,True,True,4,-30222.0,-3.022,30222.0,0.304,10.71,28
1.6,3.6,True,1.2,True,True,2,-30254.0,-3.025,30254.0,0.304,10.34,29
1.6,3.6,True,1.2,True,True,3,-30254.0,-3.025,30254.0,0.304,10.34,29
1.7,3.6,True,1.0,False,True,2,-30922.0,-3.092,30922.0,0.607,15.09,53
1.7,3.6,True,1.0,False,True,4,-31275.0,-3.127,31275.0,0.604,15.38,52
1.7,3.6,True,1.0,False,True,3,-31308.0,-3.131,31308.0,0.604,15.09,53
1.6,3.4,True,1.0,False,True,2,-31472.0,-3.147,31472.0,0.589,15.09,53
1.6,3.4,True,1.0,False,True,4,-31801.0,-3.18,31801.0,0.586,15.38,52
1.6,3.4,True,1.0,False,True,3,-31834.0,-3.183,31834.0,0.586,15.09,53
1.8,3.2,True,1.0,False,False,2,-32025.0,-3.202,32025.0,0.606,16.36,55
1.8,3.2,True,1.0,False,False,3,-32025.0,-3.202,32025.0,0.606,16.36,55
1.8,3.2,True,1.0,False,False,4,-32025.0,-3.202,32025.0,0.606,16.36,55
1.6,3.6,True,1.2,True,False,2,-32110.0,-3.211,32110.0,0.292,10.0,30
1.6,3.6,True,1.2,True,False,3,-32110.0,-3.211,32110.0,0.292,10.0,30
1.6,3.6,True,1.2,True,False,4,-32110.0,-3.211,32110.0,0.292,10.0,30
1.7,3.6,True,1.2,True,True,4,-32264.0,-3.226,32264.0,0.291,10.71,28
1.8,3.4,True,1.0,False,True,2,-32275.0,-3.227,32275.0,0.583,15.09,53
1.7,3.6,True,1.2,True,False,2,-32297.0,-3.23,32297.0,0.29,10.34,29
1.7,3.6,True,1.2,True,False,3,-32297.0,-3.23,32297.0,0.29,10.34,29
1.7,3.6,True,1.2,True,False,4,-32297.0,-3.23,32297.0,0.29,10.34,29
1.7,3.6,True,1.2,True,True,2,-32297.0,-3.23,32297.0,0.29,10.34,29
1.7,3.6,True,1.2,True,True,3,-32297.0,-3.23,32297.0,0.29,10.34,29
1.6,3.2,True,1.0,False,False,2,-32641.0,-3.264,32641.0,0.602,16.07,56
1.6,3.2,True,1.0,False,False,3,-32641.0,-3.264,32641.0,0.602,16.07,56
1.6,3.2,True,1.0,False,False,4,-32641.0,-3.264,32641.0,0.602,16.07,56
1.8,3.4,True,1.0,False,True,4,-32649.0,-3.265,32649.0,0.58,15.38,52
1.8,3.4,True,1.0,False,True,3,-32682.0,-3.268,32682.0,0.579,15.09,53
1.7,3.2,True,1.0,False,False,2,-33098.0,-3.31,33098.0,0.598,16.36,55
1.7,3.2,True,1.0,False,False,3,-33098.0,-3.31,33098.0,0.598,16.36,55
1.7,3.2,True,1.0,False,False,4,-33098.0,-3.31,33098.0,0.598,16.36,55
1.7,3.4,True,1.0,False,True,2,-33565.0,-3.357,33565.0,0.573,15.09,53
1.8,3.6,True,1.0,True,True,4,-33573.0,-3.357,33573.0,0.165,7.14,28
1.8,3.6,True,1.0,True,False,2,-33605.0,-3.361,33605.0,0.165,6.9,29
1.8,3.6,True,1.0,True,False,3,-33605.0,-3.361,33605.0,0.165,6.9,29
1.8,3.6,True,1.0,True,False,4,-33605.0,-3.361,33605.0,0.165,6.9,29
1.8,3.6,True,1.0,True,True,2,-33605.0,-3.361,33605.0,0.165,6.9,29
1.8,3.6,True,1.0,True,True,3,-33605.0,-3.361,33605.0,0.165,6.9,29
1.7,3.4,True,1.0,False,True,4,-33916.0,-3.392,33916.0,0.57,15.38,52
1.8,3.4,True,1.0,True,True,4,-33945.0,-3.395,33945.0,0.156,7.14,28
1.7,3.4,True,1.0,False,True,3,-33949.0,-3.395,33949.0,0.57,15.09,53
1.8,3.4,True,1.0,True,False,2,-33978.0,-3.398,33978.0,0.155,6.9,29
1.8,3.4,True,1.0,True,False,3,-33978.0,-3.398,33978.0,0.155,6.9,29
1.8,3.4,True,1.0,True,False,4,-33978.0,-3.398,33978.0,0.155,6.9,29
1.8,3.4,True,1.0,True,True,2,-33978.0,-3.398,33978.0,0.155,6.9,29
1.8,3.4,True,1.0,True,True,3,-33978.0,-3.398,33978.0,0.155,6.9,29
1.6,3.2,True,1.0,False,True,2,-34114.0,-3.411,34114.0,0.554,15.09,53
1.8,3.2,True,1.0,True,True,4,-34318.0,-3.432,34318.0,0.146,7.14,28
1.8,3.2,True,1.0,True,False,2,-34351.0,-3.435,34351.0,0.146,6.9,29
1.8,3.2,True,1.0,True,False,3,-34351.0,-3.435,34351.0,0.146,6.9,29
1.8,3.2,True,1.0,True,False,4,-34351.0,-3.435,34351.0,0.146,6.9,29
1.8,3.2,True,1.0,True,True,2,-34351.0,-3.435,34351.0,0.146,6.9,29
1.8,3.2,True,1.0,True,True,3,-34351.0,-3.435,34351.0,0.146,6.9,29
1.6,3.2,True,1.0,False,True,4,-34443.0,-3.444,34443.0,0.551,15.38,52
1.6,3.2,True,1.0,False,True,3,-34475.0,-3.448,34475.0,0.551,15.09,53
1.8,3.2,True,1.0,False,True,2,-34915.0,-3.491,34915.0,0.548,15.09,53
1.8,3.2,True,1.0,False,True,4,-35288.0,-3.529,35288.0,0.545,15.38,52
1.8,3.2,True,1.0,False,True,3,-35321.0,-3.532,35321.0,0.545,15.09,53
1.7,3.2,True,1.0,False,True,2,-36202.0,-3.62,36202.0,0.539,15.09,53
1.7,3.2,True,1.0,False,True,4,-36552.0,-3.655,36552.0,0.536,15.38,52
1.7,3.2,True,1.0,False,True,3,-36585.0,-3.658,36585.0,0.536,15.09,53
1.6,3.6,True,1.0,True,True,4,-36732.0,-3.673,36732.0,0.152,7.14,28
1.6,3.6,True,1.0,True,True,2,-36765.0,-3.676,36765.0,0.152,6.9,29
1.6,3.6,True,1.0,True,True,3,-36765.0,-3.676,36765.0,0.152,6.9,29
1.7,3.6,True,1.0,True,True,4,-36840.0,-3.684,36840.0,0.152,7.14,28
1.7,3.6,True,1.0,True,False,2,-36873.0,-3.687,36873.0,0.152,6.9,29
1.7,3.6,True,1.0,True,False,3,-36873.0,-3.687,36873.0,0.152,6.9,29
1.7,3.6,True,1.0,True,False,4,-36873.0,-3.687,36873.0,0.152,6.9,29
1.7,3.6,True,1.0,True,True,2,-36873.0,-3.687,36873.0,0.152,6.9,29
1.7,3.6,True,1.0,True,True,3,-36873.0,-3.687,36873.0,0.152,6.9,29
1.6,3.4,True,1.0,True,True,4,-37104.0,-3.71,37104.0,0.144,7.14,28
1.6,3.4,True,1.0,True,True,2,-37136.0,-3.714,37136.0,0.144,6.9,29
1.6,3.4,True,1.0,True,True,3,-37136.0,-3.714,37136.0,0.144,6.9,29
1.7,3.4,True,1.0,True,True,4,-37211.0,-3.721,37211.0,0.144,7.14,28
1.7,3.4,True,1.0,True,False,2,-37244.0,-3.724,37244.0,0.143,6.9,29
1.7,3.4,True,1.0,True,False,3,-37244.0,-3.724,37244.0,0.143,6.9,29
1.7,3.4,True,1.0,True,False,4,-37244.0,-3.724,37244.0,0.143,6.9,29
1.7,3.4,True,1.0,True,True,2,-37244.0,-3.724,37244.0,0.143,6.9,29
1.7,3.4,True,1.0,True,True,3,-37244.0,-3.724,37244.0,0.143,6.9,29
1.6,3.2,True,1.0,True,True,4,-37475.0,-3.747,37475.0,0.135,7.14,28
1.6,3.2,True,1.0,True,True,2,-37508.0,-3.751,37508.0,0.135,6.9,29
1.6,3.2,True,1.0,True,True,3,-37508.0,-3.751,37508.0,0.135,6.9,29
1.7,3.2,True,1.0,True,True,4,-37583.0,-3.758,37583.0,0.135,7.14,28
1.7,3.2,True,1.0,True,False,2,-37615.0,-3.762,37615.0,0.135,6.9,29
1.7,3.2,True,1.0,True,False,3,-37615.0,-3.762,37615.0,0.135,6.9,29
1.7,3.2,True,1.0,True,False,4,-37615.0,-3.762,37615.0,0.135,6.9,29
1.7,3.2,True,1.0,True,True,2,-37615.0,-3.762,37615.0,0.135,6.9,29
1.7,3.2,True,1.0,True,True,3,-37615.0,-3.762,37615.0,0.135,6.9,29
1.6,3.6,True,1.0,True,False,2,-38608.0,-3.861,38608.0,0.146,6.67,30
1.6,3.6,True,1.0,True,False,3,-38608.0,-3.861,38608.0,0.146,6.67,30
1.6,3.6,True,1.0,True,False,4,-38608.0,-3.861,38608.0,0.146,6.67,30
1.6,3.4,True,1.0,True,False,2,-38979.0,-3.898,38979.0,0.138,6.67,30
1.6,3.4,True,1.0,True,False,3,-38979.0,-3.898,38979.0,0.138,6.67,30
1.6,3.4,True,1.0,True,False,4,-38979.0,-3.898,38979.0,0.138,6.67,30
1.6,3.2,True,1.0,True,False,2,-39349.0,-3.935,39349.0,0.129,6.67,30
1.6,3.2,True,1.0,True,False,3,-39349.0,-3.935,39349.0,0.129,6.67,30
1.6,3.2,True,1.0,True,False,4,-39349.0,-3.935,39349.0,0.129,6.67,30
